GeneName,module_name,kTotal,kWithin,kOut,kDiff,is.hub,ME,MM,Mitocarta,Interactome,in_enriched_module_mitocarta,cor_with_gtex,gtex,in_md_list,pathogenic
CTC-297N7.7,brown,53.43380012,12.26545859,41.16834153,-28.90288294,FALSE,-0.551898638,0.206173679,FALSE,FALSE,1,0.180200333,FALSE,FALSE,unlabelled
PPIAP29,brown,46.24091498,16.56429262,29.67662236,-13.11232974,FALSE,-0.561224466,0.642024354,FALSE,FALSE,1,0.182250057,FALSE,FALSE,unlabelled
COL28A1,brown,30.7468887,10.85555924,19.89132946,-9.03577022,FALSE,-0.441005898,0.918526424,FALSE,FALSE,1,0.147617619,FALSE,FALSE,unlabelled
PHB2,brown,334.5894697,22.3719618,312.2175079,-289.8455461,FALSE,-0.866200096,0.001568533,TRUE,TRUE,1,0.180051656,FALSE,FALSE,unlabelled
AC141586.5,brown,42.06505622,6.728087777,35.33696844,-28.60888067,FALSE,0.322299593,0.327462659,FALSE,FALSE,1,0.186544518,FALSE,FALSE,unlabelled
MIR99AHG,brown,258.9114453,58.50208488,200.4093604,-141.9072756,FALSE,0.735423658,0.008676331,FALSE,FALSE,1,0.187922053,FALSE,FALSE,unlabelled
AATBC,brown,63.42274103,11.41359553,52.00914549,-40.59554996,FALSE,0.48476701,0.027685824,FALSE,FALSE,1,0.177463335,FALSE,FALSE,unlabelled
TMEM167B,brown,97.63237039,17.1049988,80.52737159,-63.42237279,FALSE,0.722881228,0.070153832,FALSE,FALSE,1,0.171126652,FALSE,FALSE,unlabelled
SLC35E2,brown,25.87166908,3.996593874,21.87507521,-17.87848134,FALSE,-0.176892335,0.405196915,FALSE,FALSE,1,0.2241055,TRUE,FALSE,0
RP11-9L18.2,brown,17.93777832,3.512710938,14.42506738,-10.91235645,FALSE,-0.313531124,0.403511201,FALSE,FALSE,1,0.190576057,FALSE,FALSE,unlabelled
MMP23A,brown,91.23008894,15.11287694,76.117212,-61.00433507,FALSE,0.459318442,0.027125541,FALSE,FALSE,1,0.20296325,FALSE,FALSE,unlabelled
ATAD3C,brown,119.1791247,29.87562943,89.30349527,-59.42786584,FALSE,0.662018632,0.07021819,FALSE,FALSE,1,0.133419538,FALSE,FALSE,unlabelled
IFI30,brown,35.81186309,7.968688376,27.84317471,-19.87448634,FALSE,-0.384553248,0.662362968,FALSE,FALSE,1,0.196461377,FALSE,FALSE,unlabelled
IGSF23,brown,111.3456468,9.897798003,101.4478488,-91.55005077,FALSE,0.739067033,0.021743599,FALSE,FALSE,1,0.153700254,FALSE,FALSE,unlabelled
CKLF,brown,406.0131045,73.43750451,332.5756,-259.1380955,FALSE,-0.861393403,1.64883E-05,FALSE,FALSE,1,0.192893693,FALSE,FALSE,unlabelled
NOC2LP2,brown,38.55120909,6.940423155,31.61078593,-24.67036278,FALSE,-0.329805767,0.170500297,FALSE,FALSE,1,0.183910892,FALSE,FALSE,unlabelled
ZNF259P1,brown,19.95038956,4.830080149,15.12030941,-10.29022926,FALSE,-0.27353613,0.500212241,FALSE,FALSE,1,0.203678802,FALSE,FALSE,unlabelled
MTMR9LP,brown,124.7097227,22.54343129,102.1662914,-79.62286016,FALSE,0.720348219,0.014204221,FALSE,FALSE,1,0.185160274,FALSE,FALSE,unlabelled
PPP3CB-AS1,brown,29.78311882,9.415770039,20.36734878,-10.95157874,FALSE,0.439910191,0.329356076,FALSE,FALSE,1,0.177528526,FALSE,FALSE,unlabelled
C2orf16,brown,48.2109117,13.98153838,34.22937332,-20.24783494,FALSE,0.572263906,0.06814219,FALSE,FALSE,1,0.185412345,FALSE,FALSE,unlabelled
NPTXR,brown,45.22794949,21.85239916,23.37555033,-1.523151165,FALSE,0.586363221,0.499846489,FALSE,FALSE,1,0.167410478,FALSE,FALSE,unlabelled
ZNF880,brown,27.43240525,7.306602778,20.12580247,-12.81919969,FALSE,0.36319351,0.287773653,FALSE,FALSE,1,0.214322779,FALSE,FALSE,unlabelled
TRIM16,brown,42.11129279,9.553342524,32.55795026,-23.00460774,FALSE,0.449782071,0.355358556,FALSE,FALSE,1,0.155820569,FALSE,FALSE,unlabelled
APOL6,brown,158.3315333,47.42194097,110.9095923,-63.48765137,FALSE,0.714968281,0.137212066,FALSE,FALSE,1,0.184588134,FALSE,FALSE,unlabelled
ZNF630,brown,34.04596933,11.70773284,22.33823649,-10.63050365,FALSE,0.463323961,0.356348004,FALSE,FALSE,1,0,FALSE,FALSE,unlabelled
RNU4-47P,brown,27.77089151,4.862627087,22.90826443,-18.04563734,FALSE,0.298402991,0.292108844,FALSE,FALSE,1,0.171563067,FALSE,FALSE,unlabelled
RP5-858B6.3,brown,341.4163607,76.99646041,264.4199003,-187.4234399,FALSE,0.803889205,0.000505612,FALSE,FALSE,1,0.185166291,FALSE,FALSE,unlabelled
LINC00473,brown,58.34914097,21.78153518,36.56760579,-14.78607061,FALSE,-0.594185715,0.996119907,FALSE,FALSE,1,0.160747267,FALSE,FALSE,unlabelled
AC092198.1,brown,29.93302127,11.10273299,18.83028828,-7.727555284,FALSE,0.491262336,0.376018853,FALSE,FALSE,1,0.210257722,FALSE,FALSE,unlabelled
TINCR,brown,19.54234637,2.845564322,16.69678205,-13.85121773,FALSE,0.245916792,0.331168426,FALSE,FALSE,1,0.144268941,FALSE,FALSE,unlabelled
CH17-472G23.2,brown,23.03799982,4.61233751,18.42566231,-13.8133248,FALSE,0.377065101,0.508210763,FALSE,FALSE,1,0.178764759,FALSE,FALSE,unlabelled
AC002456.2,brown,33.14114048,8.178512204,24.96262828,-16.78411608,FALSE,-0.4043518,0.44977757,FALSE,FALSE,1,0.1805519,FALSE,FALSE,unlabelled
RP4-622L5.7,brown,20.09084147,4.211856351,15.87898512,-11.66712877,FALSE,0.273869797,0.691248006,FALSE,FALSE,1,0.164231304,FALSE,FALSE,unlabelled
DNAJC27-AS1,brown,263.0991034,22.9461468,240.1529566,-217.2068098,FALSE,0.799550165,0.000697466,FALSE,FALSE,1,0.176691176,FALSE,FALSE,unlabelled
MIR3681HG,brown,17.2637769,2.789227808,14.47454909,-11.68532128,FALSE,-0.24400291,0.450337338,FALSE,FALSE,1,0.174557828,FALSE,FALSE,unlabelled
RP11-574K11.5,brown,23.68080626,6.980737277,16.70006898,-9.719331707,FALSE,0.420430809,0.429347254,FALSE,FALSE,1,0.182285558,FALSE,FALSE,unlabelled
RP11-466F5.8,brown,19.83230352,3.6980024,16.13430111,-12.43629871,FALSE,0.100537393,0.463664948,FALSE,FALSE,1,0.205620922,FALSE,FALSE,unlabelled
PRKAR2A-AS1,brown,680.8789063,90.50523556,590.3736707,-499.8684351,FALSE,0.829760383,0.000525621,FALSE,FALSE,1,0.181159594,FALSE,FALSE,unlabelled
RP11-134G8.7,brown,20.75384696,7.751997717,13.00184924,-5.249851525,FALSE,0.466876436,0.362645197,FALSE,FALSE,1,0.188331371,FALSE,FALSE,unlabelled
RP11-270C12.3,brown,19.01457846,5.63739343,13.37718503,-7.739791598,FALSE,-0.415671728,0.943708042,FALSE,FALSE,1,0.180914195,FALSE,FALSE,unlabelled
LAMTOR5-AS1,brown,20.97098324,6.6014807,14.36950254,-7.768021837,FALSE,0.358973575,0.864333256,FALSE,FALSE,1,0.184141601,FALSE,FALSE,unlabelled
CETN4P,brown,140.2681073,38.22796612,102.0401412,-63.81217506,FALSE,-0.670023674,0.12432268,FALSE,FALSE,1,0.202959688,FALSE,FALSE,unlabelled
GCSHP5,brown,237.3284155,36.62553527,200.7028802,-164.0773449,FALSE,-0.681222971,0.022107984,FALSE,FALSE,1,0.168119661,FALSE,FALSE,unlabelled
LINC00240,brown,22.8247853,4.292444985,18.53234031,-14.23989533,FALSE,0.272619993,0.277544404,FALSE,FALSE,1,0.207151456,FALSE,FALSE,unlabelled
LINC00184,brown,85.46275181,16.75624521,68.7065066,-51.95026139,FALSE,0.491480947,0.030919273,FALSE,FALSE,1,0.18036038,FALSE,FALSE,unlabelled
U82695.9,brown,24.49775745,5.020082413,19.47767503,-14.45759262,FALSE,-0.34659924,0.242426636,FALSE,FALSE,1,0.196346564,FALSE,FALSE,unlabelled
PSME2P2,brown,65.44548958,19.91511576,45.53037382,-25.61525806,FALSE,-0.491742265,0.579084322,FALSE,FALSE,1,0.186340767,FALSE,FALSE,unlabelled
AC012462.2,brown,44.80191453,12.70086965,32.10104489,-19.40017524,FALSE,0.499188459,0.186589032,FALSE,FALSE,1,0.204580635,FALSE,FALSE,unlabelled
RP11-197M22.2,brown,34.45459378,11.20789966,23.24669412,-12.03879445,FALSE,0.418582771,0.987711954,FALSE,FALSE,1,0.1924021,FALSE,FALSE,unlabelled
RP11-539I5.1,brown,37.41963224,11.18377655,26.23585569,-15.05207914,FALSE,0.455494222,0.983576999,FALSE,FALSE,1,0.22195342,TRUE,FALSE,0
RPL23AP18,brown,21.87148411,8.024199069,13.84728504,-5.823085976,FALSE,-0.447697998,0.408031298,FALSE,FALSE,1,0.186676036,FALSE,FALSE,unlabelled
AC079630.4,brown,19.96032872,3.710474528,16.24985419,-12.53937966,FALSE,0.342247487,0.824574724,FALSE,FALSE,1,0.198788464,FALSE,FALSE,unlabelled
NUTM2B-AS1,brown,15.8932419,2.823213171,13.07002873,-10.24681556,FALSE,-0.168462055,0.570704042,FALSE,FALSE,1,0.191573115,FALSE,FALSE,unlabelled
CYP4A22-AS1,brown,18.19351141,4.194553178,13.99895823,-9.80440505,FALSE,0.303821216,0.466426529,FALSE,FALSE,1,0.171528729,FALSE,FALSE,unlabelled
LINC01703,brown,106.0004218,26.05085852,79.94956333,-53.8987048,FALSE,0.641130021,0.02057776,FALSE,FALSE,1,0.193985113,FALSE,FALSE,unlabelled
HNRNPA1P35,brown,25.38184718,5.070640115,20.31120706,-15.24056695,FALSE,-0.341062904,0.263373138,FALSE,FALSE,1,0.185298059,FALSE,FALSE,unlabelled
PTPRD-AS1,brown,31.33951367,7.684673621,23.65484005,-15.97016643,FALSE,-0.424651513,0.37968978,FALSE,FALSE,1,0.192324028,FALSE,FALSE,unlabelled
ELFN1,brown,62.24933705,15.20482085,47.04451619,-31.83969534,FALSE,0.471793664,0.149988986,FALSE,FALSE,1,0.182455335,FALSE,FALSE,unlabelled
LINC01534,brown,78.2111862,13.55769233,64.65349387,-51.09580153,FALSE,0.517133928,0.067656997,FALSE,FALSE,1,0.184036704,FALSE,FALSE,unlabelled
ZNF32-AS1,brown,26.56169446,4.622223234,21.93947123,-17.31724799,FALSE,-0.310488712,0.252802376,FALSE,FALSE,1,0.188024854,FALSE,FALSE,unlabelled
ARPC3P1,brown,26.80069352,10.30614054,16.49455298,-6.188412444,FALSE,-0.433086538,0.93928099,FALSE,FALSE,1,0.162666868,FALSE,FALSE,unlabelled
NUP50-AS1,brown,276.4471453,68.95299268,207.4941526,-138.5411599,FALSE,0.805667474,0.068886079,FALSE,FALSE,1,0.191401505,FALSE,FALSE,unlabelled
RP11-157P1.4,brown,24.24067863,7.363421894,16.87725674,-9.513834841,FALSE,0.449594165,0.785177807,FALSE,FALSE,1,0.152861529,FALSE,FALSE,unlabelled
RP11-217B7.2,brown,22.1451663,3.183666775,18.96149952,-15.77783275,FALSE,0.152767775,0.795674308,FALSE,FALSE,1,0.204477308,FALSE,FALSE,unlabelled
HAGLROS,brown,177.8998206,32.8305167,145.0693039,-112.2387872,FALSE,-0.627877739,0.024708756,FALSE,FALSE,1,0.179116791,FALSE,FALSE,unlabelled
RP13-401N8.1,brown,156.3642854,22.13799446,134.2262909,-112.0882964,FALSE,0.586854599,0.009800077,FALSE,FALSE,1,0.17534744,FALSE,FALSE,unlabelled
UPK1A-AS1,brown,37.59928852,9.758059759,27.84122876,-18.083169,FALSE,0.444035341,0.122228251,FALSE,FALSE,1,0.181260577,FALSE,FALSE,unlabelled
FAM66C,brown,47.1033598,12.30885485,34.79450496,-22.48565011,FALSE,0.497446719,0.104595227,FALSE,FALSE,1,0.202026685,FALSE,FALSE,unlabelled
PSMD5-AS1,brown,58.63578402,18.50399781,40.13178621,-21.6277884,FALSE,0.542385562,0.861501038,FALSE,FALSE,1,0.18325097,FALSE,FALSE,unlabelled
PP12613,brown,16.75947348,2.749506655,14.00996682,-11.26046017,FALSE,0.184767021,0.565843174,FALSE,FALSE,1,0.20326204,FALSE,FALSE,unlabelled
TBCAP1,brown,21.04248321,5.029768039,16.01271517,-10.98294713,FALSE,-0.25827029,0.915086554,FALSE,FALSE,1,0.181872395,FALSE,FALSE,unlabelled
RP4-756H11.3,brown,15.81587526,4.803216774,11.01265848,-6.209441708,FALSE,0.351926169,0.567283495,FALSE,FALSE,1,0.199672403,FALSE,FALSE,unlabelled
RPSAP17,brown,21.21485652,4.6072958,16.60756072,-12.00026492,FALSE,-0.219163273,0.458508701,FALSE,FALSE,1,0.179475491,FALSE,FALSE,unlabelled
LINC00161,brown,49.88318964,9.481669129,40.40152051,-30.91985138,FALSE,-0.270268523,0.52770176,FALSE,FALSE,1,0.144893416,FALSE,FALSE,unlabelled
C14orf132,brown,43.40738432,16.41505056,26.99233376,-10.57728319,FALSE,0.551345133,0.439658287,FALSE,FALSE,1,0.174515768,FALSE,FALSE,unlabelled
LINC00629,brown,15.76677372,2.077649665,13.68912405,-11.61147439,FALSE,0.100618888,0.570480519,FALSE,FALSE,1,0.198868093,FALSE,FALSE,unlabelled
IL21-AS1,brown,15.27969145,3.729534129,11.55015732,-7.820623191,FALSE,0.303532238,0.53945708,FALSE,FALSE,1,0.10667661,FALSE,FALSE,unlabelled
RP11-18B16.2,brown,219.6966814,47.61109504,172.0855863,-124.4744913,FALSE,0.763553119,0.001350393,FALSE,FALSE,1,0.20397878,FALSE,FALSE,unlabelled
RP11-165J3.6,brown,148.0648934,31.66678155,116.3981118,-84.73133028,FALSE,0.664263596,0.00867514,FALSE,FALSE,1,0.157260336,FALSE,FALSE,unlabelled
SUCLA2-AS1,brown,12.65452163,2.156473815,10.49804781,-8.341573999,FALSE,-0.201552569,0.670527674,FALSE,FALSE,1,0.171788346,FALSE,FALSE,unlabelled
AC108463.2,brown,21.46377488,4.559240548,16.90453433,-12.34529378,FALSE,0.374060406,0.223292715,FALSE,FALSE,1,0.199450073,FALSE,FALSE,unlabelled
AC011933.2,brown,22.9602762,9.701636965,13.25863923,-3.557002265,FALSE,-0.534495512,0.630486472,FALSE,FALSE,1,0.171945105,FALSE,FALSE,unlabelled
RP11-350G8.5,brown,61.08533029,18.41900314,42.66632715,-24.24732401,FALSE,0.593084636,0.204561658,FALSE,FALSE,1,0.184932368,FALSE,FALSE,unlabelled
RPL7P47,brown,14.66093859,2.438140789,12.2227978,-9.784657014,FALSE,0.165064861,0.663898398,FALSE,FALSE,1,0.173520887,FALSE,FALSE,unlabelled
RP11-84A14.4,brown,18.71355188,4.761898532,13.95165335,-9.189754815,FALSE,-0.263031878,0.765351049,FALSE,FALSE,1,0.207308221,FALSE,FALSE,unlabelled
RP1-317E23.3,brown,593.3110085,94.08946016,499.2215483,-405.1320881,FALSE,0.84490209,0.009497794,FALSE,FALSE,1,0.191229387,FALSE,FALSE,unlabelled
HCG11,brown,79.85777251,27.47926615,52.37850636,-24.89924021,FALSE,0.617935984,0.849438255,FALSE,FALSE,1,0.17977666,FALSE,FALSE,unlabelled
RP4-800M22.1,brown,43.43482892,18.25612085,25.17870806,-6.92258721,FALSE,-0.590253003,0.585050295,FALSE,FALSE,1,0.159862742,FALSE,FALSE,unlabelled
RP5-864K19.4,brown,52.41944602,12.30533718,40.11410884,-27.80877166,FALSE,0.532467655,0.049608842,FALSE,FALSE,1,0.179975759,FALSE,FALSE,unlabelled
SDAD1P1,brown,428.0305055,68.27366558,359.75684,-291.4831744,FALSE,0.782525638,0.002685794,FALSE,FALSE,1,0.178921768,FALSE,FALSE,unlabelled
LINC01013,brown,71.5071115,18.6577298,52.84938171,-34.19165191,FALSE,0.522768296,0.08540485,FALSE,FALSE,1,0.20032532,FALSE,FALSE,unlabelled
RP11-98I9.4,brown,30.11024423,6.261740632,23.8485036,-17.58676297,FALSE,0.40128912,0.285565706,FALSE,FALSE,1,0.186662814,FALSE,FALSE,unlabelled
RP11-298C3.2,brown,285.344502,25.81983843,259.5246635,-233.7048251,FALSE,-0.810725088,0.000343797,FALSE,FALSE,1,0.145025487,FALSE,FALSE,unlabelled
SPCS2P4,brown,285.3592279,63.41284308,221.9463848,-158.5335418,FALSE,-0.777024308,0.041016224,FALSE,FALSE,1,0.181507579,FALSE,FALSE,unlabelled
RP11-574F21.2,brown,33.92420161,12.33414633,21.59005527,-9.25590894,FALSE,0.517168247,0.703708234,FALSE,FALSE,1,0.196992843,FALSE,FALSE,unlabelled
HOTAIR,brown,36.53094487,9.706199593,26.82474528,-17.11854568,FALSE,0.409054524,0.350649033,FALSE,FALSE,1,0.177413134,FALSE,FALSE,unlabelled
CES1P1,brown,13.99019058,3.460654724,10.52953585,-7.068881128,FALSE,-0.284600673,0.509573372,FALSE,FALSE,1,0.148272284,FALSE,FALSE,unlabelled
THRB-AS1,brown,220.854527,41.30056269,179.5539644,-138.2534017,FALSE,0.612941626,0.088093072,FALSE,FALSE,1,0.185129209,FALSE,FALSE,unlabelled
AP000473.5,brown,88.93041411,21.85403344,67.07638067,-45.22234723,FALSE,0.582560121,0.263313405,FALSE,FALSE,1,0.181025543,FALSE,FALSE,unlabelled
AC097381.1,brown,38.04081319,10.64963314,27.39118004,-16.7415469,FALSE,0.464785887,0.112615969,FALSE,FALSE,1,0.164541264,FALSE,FALSE,unlabelled
RP11-553N16.1,brown,35.36476936,6.350311966,29.0144574,-22.66414543,FALSE,-0.29294816,0.372692492,FALSE,FALSE,1,0.184479013,FALSE,FALSE,unlabelled
LINC01165,brown,52.23850017,16.89871463,35.33978554,-18.4410709,FALSE,0.623519395,0.126004758,FALSE,FALSE,1,0.148395505,FALSE,FALSE,unlabelled
VIM-AS1,brown,78.71856355,9.723671457,68.99489209,-59.27122064,FALSE,-0.451277563,0.004588851,FALSE,FALSE,1,0.20336557,FALSE,FALSE,unlabelled
TCP1P1,brown,18.43970005,3.598824789,14.84087526,-11.24205047,FALSE,0.340701364,0.401237559,FALSE,FALSE,1,0.187912991,FALSE,FALSE,unlabelled
RP11-775D22.2,brown,52.92785569,10.64939404,42.27846165,-31.62906761,FALSE,0.410177459,0.042045046,FALSE,FALSE,1,0.184189662,FALSE,FALSE,unlabelled
ACVR2B-AS1,brown,76.29652697,19.71074577,56.58578121,-36.87503544,FALSE,0.585011388,0.050494156,FALSE,FALSE,1,0.198609414,FALSE,FALSE,unlabelled
RP4-713B5.2,brown,16.39092575,5.171283131,11.21964262,-6.048359493,FALSE,-0.401361591,0.57588147,FALSE,FALSE,1,0.171584605,FALSE,FALSE,unlabelled
RP11-462L8.1,brown,210.5384838,39.86132286,170.6771609,-130.8158381,FALSE,-0.726504255,0.027169496,FALSE,FALSE,1,0.172001377,FALSE,FALSE,unlabelled
MAST4-AS1,brown,74.78604556,19.33370142,55.45234414,-36.11864272,FALSE,0.573159317,0.036105504,FALSE,FALSE,1,0.186653702,FALSE,FALSE,unlabelled
AC009237.8,brown,349.9310482,53.80048706,296.1305611,-242.3300741,FALSE,0.73926282,0.009210746,FALSE,FALSE,1,0.193044342,FALSE,FALSE,unlabelled
SOS1-IT1,brown,51.48144255,10.2849266,41.19651595,-30.91158935,FALSE,-0.516048235,0.128775021,FALSE,FALSE,1,0.168511595,FALSE,FALSE,unlabelled
EEF1DP3,brown,122.0390426,41.69137401,80.34766859,-38.65629458,FALSE,0.709858554,0.298088309,FALSE,FALSE,1,0.149350186,FALSE,FALSE,unlabelled
AC018866.1,brown,30.33949169,9.627749322,20.71174237,-11.08399305,FALSE,-0.454279201,0.421011099,FALSE,FALSE,1,0.179238865,FALSE,FALSE,unlabelled
RP13-766D20.2,brown,156.9281181,20.36152622,136.5665919,-116.2050657,FALSE,0.670698044,0.000387119,FALSE,FALSE,1,0.154917073,FALSE,FALSE,unlabelled
RPS4XP5,brown,15.81016596,2.644325195,13.16584077,-10.52151557,FALSE,0.05023574,0.870239182,FALSE,FALSE,1,0.176923672,FALSE,FALSE,unlabelled
EIF4EP2,brown,569.6941015,87.98336912,481.7107324,-393.7273632,FALSE,-0.779563823,0.022957032,FALSE,FALSE,1,0.175759447,FALSE,FALSE,unlabelled
FLJ31356,brown,105.3618791,10.10666406,95.25521503,-85.14855097,FALSE,0.614232662,0.002831027,FALSE,FALSE,1,0.191053476,FALSE,FALSE,unlabelled
ZRANB2-AS2,brown,36.42908361,10.99466396,25.43441965,-14.43975569,FALSE,0.523697202,0.128613096,FALSE,FALSE,1,0.209900161,FALSE,FALSE,unlabelled
RPL4P6,brown,30.40801478,5.399668738,25.00834604,-19.6086773,FALSE,0.23000841,0.642725033,FALSE,FALSE,1,0.181652948,FALSE,FALSE,unlabelled
RP11-195F19.9,brown,30.51415859,4.750459902,25.76369868,-21.01323878,FALSE,0.421936132,0.352458662,FALSE,FALSE,1,0.187645894,FALSE,FALSE,unlabelled
TMEM254-AS1,brown,222.4592569,30.41649808,192.0427588,-161.6262607,FALSE,0.607586643,0.002272517,FALSE,FALSE,1,0.183688262,FALSE,FALSE,unlabelled
RP3-390M24.1,brown,43.35958674,14.56729934,28.7922874,-14.22498806,FALSE,-0.528020242,0.680751999,FALSE,FALSE,1,0.173434828,FALSE,FALSE,unlabelled
PSMG3-AS1,brown,82.40064787,14.69498186,67.70566601,-53.01068416,FALSE,0.641416421,0.14694377,FALSE,FALSE,1,0.180164044,FALSE,FALSE,unlabelled
AC108463.1,brown,26.3983197,7.424161956,18.97415775,-11.54999579,FALSE,0.369502767,0.953962168,FALSE,FALSE,1,0.201555775,FALSE,FALSE,unlabelled
MKX-AS1,brown,161.4066729,46.08234302,115.3243299,-69.24198689,FALSE,0.794274502,0.0189794,FALSE,FALSE,1,0.181721929,FALSE,FALSE,unlabelled
THAP7-AS1,brown,24.95827522,5.029632192,19.92864303,-14.89901084,FALSE,0.265677651,0.801904875,FALSE,FALSE,1,0.19257914,FALSE,FALSE,unlabelled
RP11-517P14.2,brown,10.54705261,2.219488996,8.327563611,-6.108074615,FALSE,0.23477584,0.66087112,FALSE,FALSE,1,0.171923742,FALSE,FALSE,unlabelled
FTX,brown,120.3818666,21.64109528,98.74077134,-77.09967606,FALSE,0.567458954,0.139453101,FALSE,FALSE,1,0.200681791,FALSE,FALSE,unlabelled
AC159540.1,brown,17.61595741,3.71822562,13.89773179,-10.17950617,FALSE,0.247321166,0.368994346,FALSE,FALSE,1,0.185190845,FALSE,FALSE,unlabelled
KLHL7-AS1,brown,43.47070727,18.10316389,25.36754337,-7.264379479,FALSE,-0.618786557,0.276224823,FALSE,FALSE,1,0.179891761,FALSE,FALSE,unlabelled
FBXW4P1,brown,9.304242422,2.530272895,6.773969527,-4.243696633,FALSE,0.267603885,0.987905689,FALSE,FALSE,1,0.137916773,FALSE,FALSE,unlabelled
RP11-767N6.7,brown,76.28026,26.63664157,49.64361843,-23.00697686,FALSE,0.656733755,0.182057561,FALSE,FALSE,1,0.190180194,FALSE,FALSE,unlabelled
RP3-525N10.2,brown,70.39897456,27.75520339,42.64377117,-14.88856777,FALSE,0.639843319,0.316412057,FALSE,FALSE,1,0.163711106,FALSE,FALSE,unlabelled
AC007238.1,brown,34.5764491,9.022720972,25.55372812,-16.53100715,FALSE,-0.379770963,0.714277171,FALSE,FALSE,1,0.170768339,FALSE,FALSE,unlabelled
KLF3-AS1,brown,51.0321568,12.14982839,38.88232841,-26.73250002,FALSE,0.545381356,0.063487945,FALSE,FALSE,1,0.190866016,FALSE,FALSE,unlabelled
YBX1P2,brown,98.49014542,10.28341537,88.20673005,-77.92331469,FALSE,-0.663922051,0.01726672,FALSE,FALSE,1,0.185969989,FALSE,FALSE,unlabelled
RP11-723O4.2,brown,13.26814896,2.364918114,10.90323084,-8.538312728,FALSE,0.277789879,0.387502306,FALSE,FALSE,1,0.203816352,FALSE,FALSE,unlabelled
RP5-899B16.1,brown,113.2596315,19.47829811,93.78133342,-74.30303532,FALSE,0.657157332,0.014156839,FALSE,FALSE,1,0.152061837,FALSE,FALSE,unlabelled
TIMM8AP1,brown,18.07428792,2.83555772,15.2387302,-12.40317248,FALSE,0.220977329,0.458048258,FALSE,FALSE,1,0.172542327,FALSE,FALSE,unlabelled
FAM225A,brown,26.57250357,5.52690882,21.04559476,-15.51868594,FALSE,-0.33037303,0.837613377,FALSE,FALSE,1,0.18850983,FALSE,FALSE,unlabelled
AC005224.2,brown,32.92493526,9.049822333,23.87511293,-14.8252906,FALSE,0.296779355,0.994916211,FALSE,FALSE,1,0.208285112,FALSE,FALSE,unlabelled
AC009501.4,brown,19.1820756,5.139138975,14.04293662,-8.903797649,FALSE,0.308914993,0.941311285,FALSE,FALSE,1,0.188841926,FALSE,FALSE,unlabelled
DIRC3,brown,55.88384265,6.120502675,49.76333998,-43.6428373,FALSE,0.494678596,0.021783793,FALSE,FALSE,1,0.177314976,FALSE,FALSE,unlabelled
RP1-203P18.1,brown,21.56832768,6.023857616,15.54447006,-9.520612449,FALSE,-0.433166435,0.428454549,FALSE,FALSE,1,0.210599504,FALSE,FALSE,unlabelled
LINC01354,brown,19.93618862,4.444886025,15.49130259,-11.04641657,FALSE,0.333437923,0.424845984,FALSE,FALSE,1,0.209173806,FALSE,FALSE,unlabelled
TRAF3IP2-AS1,brown,41.72001819,11.18741751,30.53260068,-19.34518316,FALSE,0.461044142,0.508504839,FALSE,FALSE,1,0.175347008,FALSE,FALSE,unlabelled
PGM5P4-AS1,brown,90.92172556,25.02800868,65.89371688,-40.86570819,FALSE,0.632615749,0.049290307,FALSE,FALSE,1,0.179811812,FALSE,FALSE,unlabelled
CLCN3P1,brown,17.639465,4.874692586,12.76477241,-7.890079828,FALSE,0.406542064,0.365047428,FALSE,FALSE,1,0.185945667,FALSE,FALSE,unlabelled
TMA7,brown,58.35123208,15.73703708,42.61419501,-26.87715793,FALSE,-0.532061895,0.68651715,FALSE,FALSE,1,0.17887724,FALSE,FALSE,unlabelled
LINC00865,brown,20.54449239,6.493903303,14.05058909,-7.556685785,FALSE,0.365100334,0.805275126,FALSE,FALSE,1,0.186059564,FALSE,FALSE,unlabelled
SEMA3B-AS1,brown,50.70912929,12.25817781,38.45095148,-26.19277367,FALSE,0.592502262,0.029990949,FALSE,FALSE,1,0.193168049,FALSE,FALSE,unlabelled
RP11-134K13.2,brown,20.20825006,7.233712354,12.9745377,-5.74082535,FALSE,-0.446050975,0.478946642,FALSE,FALSE,1,0.192071595,FALSE,FALSE,unlabelled
ST3GAL5-AS1,brown,23.63191842,3.736990621,19.8949278,-16.15793718,FALSE,0.041544619,0.604937962,FALSE,FALSE,1,0.212090274,FALSE,FALSE,unlabelled
TONSL-AS1,brown,51.56490302,19.15828613,32.40661689,-13.24833076,FALSE,0.624879618,0.068967765,FALSE,FALSE,1,0.191155485,FALSE,FALSE,unlabelled
RP11-25G10.2,brown,46.41796064,10.10724903,36.3107116,-26.20346257,FALSE,0.452453169,0.79274333,FALSE,FALSE,1,0.172447537,FALSE,FALSE,unlabelled
FLJ22447,brown,47.09051864,18.92409399,28.16642465,-9.242330657,FALSE,-0.648433062,0.407137893,FALSE,FALSE,1,0.174410286,FALSE,FALSE,unlabelled
RP11-536K7.3,brown,137.1325655,21.20996136,115.9226042,-94.71264283,FALSE,0.607586064,0.008525612,FALSE,FALSE,1,0.165220625,FALSE,FALSE,unlabelled
SMG7-AS1,brown,14.62005505,3.589480216,11.03057484,-7.441094619,FALSE,0.361171301,0.988629555,FALSE,FALSE,1,0.172443559,FALSE,FALSE,unlabelled
LINC00327,brown,38.3453586,8.784539158,29.56081945,-20.77628029,FALSE,0.406512106,0.974730273,FALSE,FALSE,1,0.191685193,FALSE,FALSE,unlabelled
