#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CXorf23	MED28	9606.ENSP00000369009	9606.ENSP00000237380	0	0	0	0	0	0	0.540	0	0.540
CXorf23	PCM1	9606.ENSP00000369009	9606.ENSP00000327077	0	0	0	0	0	0	0	0.454	0.454
CYC1	NDUFA9	9606.ENSP00000317159	9606.ENSP00000266544	0	0	0.205	0	0.893	0.884	0	0.355	0.992
CYC1	NDUFB9	9606.ENSP00000317159	9606.ENSP00000276689	0	0	0	0	0.868	0.969	0	0.235	0.996
CYC1	ICT1	9606.ENSP00000317159	9606.ENSP00000301585	0	0	0	0	0.287	0.271	0	0.054	0.465
CYC1	MINOS1	9606.ENSP00000317159	9606.ENSP00000325562	0	0	0	0	0.271	0	0	0.230	0.415
CYC1	PHB	9606.ENSP00000317159	9606.ENSP00000479488	0	0	0	0	0.284	0.399	0	0.250	0.649
CYC1	MRPL2	9606.ENSP00000317159	9606.ENSP00000373404	0	0	0	0	0.821	0	0	0.279	0.865
CYC1	TUFM	9606.ENSP00000317159	9606.ENSP00000322439	0	0	0	0	0.893	0.183	0	0.190	0.923
CYC1	TIMM22	9606.ENSP00000317159	9606.ENSP00000320236	0	0	0	0	0.344	0.056	0.900	0.442	0.960
CYP1B1	PITX2	9606.ENSP00000478561	9606.ENSP00000304169	0	0	0	0	0	0	0	0.640	0.640
CYP2U1	DDHD1	9606.ENSP00000333212	9606.ENSP00000327104	0	0	0	0	0	0	0	0.634	0.634
CYP2U1	ECI2	9606.ENSP00000333212	9606.ENSP00000369461	0	0	0	0	0	0.321	0	0.157	0.403
DAB2	PIN1	9606.ENSP00000313391	9606.ENSP00000247970	0	0	0	0	0	0.270	0	0.401	0.544
DAB2	SNX9	9606.ENSP00000313391	9606.ENSP00000376024	0	0	0	0	0.083	0	0	0.470	0.494
DAB2	FRY	9606.ENSP00000313391	9606.ENSP00000445043	0	0	0	0	0	0	0	0.535	0.535
DAB2	PLEKHA1	9606.ENSP00000313391	9606.ENSP00000357986	0	0	0	0	0	0	0	0.628	0.628
DAPK1	HOXB7	9606.ENSP00000386135	9606.ENSP00000239165	0	0	0	0	0	0	0	0.647	0.647
DAPK1	PIN1	9606.ENSP00000386135	9606.ENSP00000247970	0	0	0	0	0	0.064	0	0.436	0.450
DAPK1	DGKG	9606.ENSP00000386135	9606.ENSP00000265022	0	0	0	0	0.062	0	0	0.745	0.751
DAPK1	PAM	9606.ENSP00000386135	9606.ENSP00000306100	0	0	0	0	0	0.069	0	0.603	0.614
DAPK1	LRRK1	9606.ENSP00000386135	9606.ENSP00000373600	0	0	0	0.540	0.062	0.316	0	0.514	0.483
DCLK1	MAPT	9606.ENSP00000255448	9606.ENSP00000340820	0	0	0	0	0.149	0.182	0	0.230	0.418
DCLK1	HMGCR	9606.ENSP00000255448	9606.ENSP00000287936	0	0	0	0	0.054	0.426	0	0.041	0.433
DCLK1	PERM1	9606.ENSP00000255448	9606.ENSP00000414022	0	0	0	0	0.064	0	0	0.432	0.445
DCLK1	LGR5	9606.ENSP00000255448	9606.ENSP00000266674	0	0	0	0	0.051	0.058	0	0.737	0.744
DCN	PDGFRL	9606.ENSP00000052754	9606.ENSP00000444211	0	0	0	0	0.159	0.324	0	0.075	0.429
DCN	LRRC39	9606.ENSP00000052754	9606.ENSP00000480740	0	0	0.438	0	0.062	0	0	0	0.450
DCN	MKX	9606.ENSP00000052754	9606.ENSP00000364946	0	0	0	0	0	0.056	0	0.558	0.565
DCN	VEGFA	9606.ENSP00000052754	9606.ENSP00000478570	0	0	0	0	0.062	0	0	0.561	0.570
DCN	FBLN1	9606.ENSP00000052754	9606.ENSP00000331544	0	0	0	0	0.283	0.064	0	0.481	0.621
DCN	FGF2	9606.ENSP00000052754	9606.ENSP00000264498	0	0	0	0	0.081	0.297	0	0.682	0.777
DCN	SDC3	9606.ENSP00000052754	9606.ENSP00000344468	0	0	0	0	0.076	0	0.900	0.375	0.937
DDHD1	TMTC2	9606.ENSP00000327104	9606.ENSP00000322300	0	0	0	0	0	0	0	0.469	0.469
DDHD1	EPB41L3	9606.ENSP00000327104	9606.ENSP00000343158	0	0	0	0	0	0	0	0.455	0.455
DDHD1	SPG20	9606.ENSP00000327104	9606.ENSP00000414147	0	0	0	0	0	0	0	0.474	0.474
DDX10	RRP36	9606.ENSP00000314348	9606.ENSP00000244496	0	0	0	0	0.810	0.935	0	0.431	0.992
DDX10	GPATCH2L	9606.ENSP00000314348	9606.ENSP00000261530	0	0	0	0	0.063	0.498	0	0.118	0.548
DDX10	KCTD19	9606.ENSP00000314348	9606.ENSP00000305702	0	0	0	0	0.633	0.709	0	0.422	0.932
DDX10	EFTUD2	9606.ENSP00000314348	9606.ENSP00000392094	0	0	0	0	0.103	0.213	0	0.250	0.425
DDX10	TIMM22	9606.ENSP00000314348	9606.ENSP00000320236	0	0	0	0	0.452	0.078	0	0	0.473
DDX10	HGH1	9606.ENSP00000314348	9606.ENSP00000321320	0	0	0	0	0.506	0.150	0	0	0.562
DDX10	GPATCH2	9606.ENSP00000314348	9606.ENSP00000355902	0	0	0	0	0.063	0.498	0	0.372	0.679
DDX10	DDX17	9606.ENSP00000314348	9606.ENSP00000380033	0	0	0.421	0.632	0.650	0	0	0.628	0.768
DDX10	FTSJ3	9606.ENSP00000314348	9606.ENSP00000396673	0	0	0	0	0.881	0.161	0	0.085	0.901
DDX17	TRIM28	9606.ENSP00000380033	9606.ENSP00000253024	0	0	0	0	0.059	0.298	0	0.221	0.441
DDX17	FMR1	9606.ENSP00000380033	9606.ENSP00000359506	0	0	0	0	0.063	0.344	0	0.248	0.497
DDX17	SPEN	9606.ENSP00000380033	9606.ENSP00000364912	0	0	0	0	0.065	0.350	0	0.097	0.403
DDX17	YTHDF3	9606.ENSP00000380033	9606.ENSP00000478490	0	0	0	0	0.121	0.150	0	0.269	0.406
DDX17	SLIRP	9606.ENSP00000380033	9606.ENSP00000450909	0	0	0	0	0.127	0.213	0	0.341	0.508
DDX17	EFTUD2	9606.ENSP00000380033	9606.ENSP00000392094	0	0	0	0	0.165	0.457	0	0.134	0.574
DDX17	FTSJ3	9606.ENSP00000380033	9606.ENSP00000396673	0	0	0	0	0.503	0.161	0	0.092	0.588
DGKG	PLCG1	9606.ENSP00000265022	9606.ENSP00000244007	0	0	0	0	0.062	0	0.650	0.218	0.721
DGKG	MTSS1L	9606.ENSP00000265022	9606.ENSP00000341171	0	0	0	0	0	0	0	0.403	0.403
DLC1	ZNF12	9606.ENSP00000276297	9606.ENSP00000385939	0	0	0	0	0	0	0	0.642	0.642
ECI2	PDK4	9606.ENSP00000369461	9606.ENSP00000005178	0	0	0	0	0.073	0.248	0	0.239	0.423
ECI2	MRPL2	9606.ENSP00000369461	9606.ENSP00000373404	0	0	0	0	0.068	0.272	0	0.282	0.470
ECI2	SPSB2	9606.ENSP00000369461	9606.ENSP00000428338	0	0	0	0	0	0	0	0.502	0.502
ECI2	NEURL4	9606.ENSP00000369461	9606.ENSP00000382390	0	0	0	0	0	0.453	0	0.433	0.677
ECM2	EFTUD2	9606.ENSP00000344758	9606.ENSP00000392094	0	0	0	0	0	0.168	0	0.411	0.489
EDARADD	NPTX2	9606.ENSP00000335076	9606.ENSP00000265634	0	0	0	0	0	0	0	0.523	0.523
EFTUD2	MRPS7	9606.ENSP00000392094	9606.ENSP00000245539	0.111	0	0	0	0.405	0.499	0	0.189	0.756
EFTUD2	MRPL1	9606.ENSP00000392094	9606.ENSP00000315017	0.111	0	0	0	0.387	0.369	0	0.281	0.720
EFTUD2	MRPS11	9606.ENSP00000392094	9606.ENSP00000317376	0.111	0	0	0	0.392	0.369	0	0.189	0.686
EFTUD2	TUFM	9606.ENSP00000392094	9606.ENSP00000322439	0.167	0	0	0	0.518	0.320	0	0.221	0.759
EFTUD2	RPS26	9606.ENSP00000392094	9606.ENSP00000348849	0	0	0	0	0.142	0.564	0	0.197	0.673
EFTUD2	MRPL24	9606.ENSP00000392094	9606.ENSP00000354525	0.081	0	0	0	0.291	0.348	0	0.101	0.567
EFTUD2	PPIE	9606.ENSP00000392094	9606.ENSP00000361918	0	0	0	0	0.105	0.283	0.900	0.181	0.940
EFTUD2	MRPL2	9606.ENSP00000392094	9606.ENSP00000373404	0.111	0	0	0	0.410	0.369	0	0.189	0.695
EFTUD2	MRPS12	9606.ENSP00000392094	9606.ENSP00000384952	0.111	0	0	0	0.387	0.369	0	0.189	0.684
EFTUD2	PHB	9606.ENSP00000392094	9606.ENSP00000479488	0.047	0	0	0	0.115	0.402	0	0.091	0.480
EFTUD2	SLIRP	9606.ENSP00000392094	9606.ENSP00000450909	0	0	0	0	0.127	0.487	0	0.132	0.577
ENPP2	PLCG1	9606.ENSP00000259486	9606.ENSP00000244007	0	0	0	0	0	0	0	0.445	0.445
ENPP2	VEGFA	9606.ENSP00000259486	9606.ENSP00000478570	0	0	0	0	0.064	0	0	0.391	0.405
ERBB2IP	PLCG1	9606.ENSP00000426632	9606.ENSP00000244007	0	0	0	0	0	0.057	0.650	0.181	0.706
ERBB2IP	LGR5	9606.ENSP00000426632	9606.ENSP00000266674	0	0	0	0.554	0.062	0.398	0	0.048	0.413
ERBB2IP	SHOC2	9606.ENSP00000426632	9606.ENSP00000358464	0	0	0	0.683	0.127	0.270	0	0.959	0.537
F3	FGF2	9606.ENSP00000334145	9606.ENSP00000264498	0	0	0	0	0.067	0	0	0.459	0.474
F3	SERPINA1	9606.ENSP00000334145	9606.ENSP00000416066	0	0	0	0	0	0	0	0.469	0.469
F3	VEGFA	9606.ENSP00000334145	9606.ENSP00000478570	0	0	0	0	0.062	0	0	0.681	0.687
FAM86A	METTL18	9606.ENSP00000398502	9606.ENSP00000307975	0	0	0	0	0.066	0	0	0.788	0.794
FBLN1	MRPL51	9606.ENSP00000331544	9606.ENSP00000229238	0	0	0	0	0	0	0	0.407	0.407
FBLN1	NOV	9606.ENSP00000331544	9606.ENSP00000259526	0	0	0	0	0	0.292	0	0.483	0.618
FBLN1	PSG3	9606.ENSP00000331544	9606.ENSP00000332215	0	0	0	0	0	0.447	0	0.092	0.476
FBLN1	RASSF8	9606.ENSP00000331544	9606.ENSP00000384491	0	0	0	0	0.076	0	0	0.910	0.913
FCN3	MASP1	9606.ENSP00000270879	9606.ENSP00000296280	0	0	0	0	0	0.056	0.500	0.961	0.980
FGF2	IGFBP2	9606.ENSP00000264498	9606.ENSP00000233809	0	0	0	0	0	0	0	0.420	0.420
FGF2	PLCG1	9606.ENSP00000264498	9606.ENSP00000244007	0	0	0	0	0	0.056	0.600	0.399	0.753
FGF2	LGR5	9606.ENSP00000264498	9606.ENSP00000266674	0	0	0	0	0.052	0	0	0.394	0.400
FGF2	SP7	9606.ENSP00000264498	9606.ENSP00000443827	0	0	0	0	0	0.056	0	0.459	0.467
FGF2	TNFRSF11B	9606.ENSP00000264498	9606.ENSP00000297350	0	0	0	0	0.072	0	0	0.455	0.473
FGF2	SEMA3A	9606.ENSP00000264498	9606.ENSP00000265362	0	0	0	0	0.107	0	0	0.450	0.488
FGF2	GFRA1	9606.ENSP00000264498	9606.ENSP00000347591	0	0	0	0	0.066	0	0	0.503	0.516
FGF2	RPS6KA3	9606.ENSP00000264498	9606.ENSP00000368884	0	0	0	0	0	0.213	0	0.481	0.574
FGF2	FRS2	9606.ENSP00000264498	9606.ENSP00000447241	0	0	0	0	0	0	0.500	0.596	0.789
FGF2	SDC3	9606.ENSP00000264498	9606.ENSP00000344468	0	0	0	0	0.070	0.462	0.600	0.724	0.937
FGF2	VEGFA	9606.ENSP00000264498	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.923	0.991
FIBCD1	PPAPDC1A	9606.ENSP00000361413	9606.ENSP00000381302	0	0	0	0	0.062	0	0	0.512	0.522
FIBCD1	SKI	9606.ENSP00000361413	9606.ENSP00000367797	0	0	0	0	0	0	0	0.552	0.552
FKBP9	PIN1	9606.ENSP00000439250	9606.ENSP00000247970	0	0	0	0	0.063	0.076	0	0.717	0.733
FMR1	NUFIP2	9606.ENSP00000359506	9606.ENSP00000225388	0	0	0	0	0.062	0.696	0	0.914	0.973
FMR1	MAPT	9606.ENSP00000359506	9606.ENSP00000340820	0	0	0	0	0	0.525	0	0.374	0.690
FMR1	RPS6KA3	9606.ENSP00000359506	9606.ENSP00000368884	0	0	0	0	0.064	0.123	0	0.329	0.401
FMR1	MCTS1	9606.ENSP00000359506	9606.ENSP00000360365	0	0	0	0	0	0	0	0.414	0.414
FMR1	YTHDF3	9606.ENSP00000359506	9606.ENSP00000478490	0	0	0	0	0.066	0.234	0	0.320	0.471
FRS2	PLCG1	9606.ENSP00000447241	9606.ENSP00000244007	0	0	0	0	0.062	0	0	0.455	0.466
FRS2	GFRA1	9606.ENSP00000447241	9606.ENSP00000347591	0	0	0	0	0	0	0.900	0.408	0.938
FRS2	RAPGEF1	9606.ENSP00000447241	9606.ENSP00000361263	0	0	0	0	0	0	0.900	0.361	0.933
FRY	STK25	9606.ENSP00000445043	9606.ENSP00000325748	0	0	0	0	0	0.225	0	0.303	0.436
FTSJ3	RRP36	9606.ENSP00000396673	9606.ENSP00000244496	0	0	0	0	0.847	0	0.900	0.135	0.985
FTSJ3	GMPR	9606.ENSP00000396673	9606.ENSP00000259727	0.081	0	0	0	0.442	0	0	0.083	0.488
FTSJ3	KCTD19	9606.ENSP00000396673	9606.ENSP00000305702	0	0	0	0	0.763	0.609	0	0.189	0.918
FTSJ3	HGH1	9606.ENSP00000396673	9606.ENSP00000321320	0	0	0	0	0.660	0	0	0	0.660
G0S2	LAMB3	9606.ENSP00000355996	9606.ENSP00000375778	0	0	0	0	0.179	0	0	0.315	0.414
GALNT16	PPARD	9606.ENSP00000336729	9606.ENSP00000310928	0	0	0	0	0	0	0	0.450	0.450
GCH1	MSRA	9606.ENSP00000419045	9606.ENSP00000313921	0.276	0	0	0	0	0	0	0.239	0.426
GCH1	NME6	9606.ENSP00000419045	9606.ENSP00000416658	0.111	0	0	0	0.064	0.103	0.800	0.056	0.833
GDAP1	PMP22	9606.ENSP00000220822	9606.ENSP00000484631	0	0	0	0	0	0	0	0.602	0.602
GDAP1	PITX2	9606.ENSP00000220822	9606.ENSP00000304169	0	0	0	0	0	0	0	0.622	0.622
GDAP1	TMEM47	9606.ENSP00000220822	9606.ENSP00000275954	0	0	0	0	0.060	0	0	0.654	0.661
GFRA1	PLCG1	9606.ENSP00000347591	9606.ENSP00000244007	0	0	0	0	0.065	0	0.600	0.086	0.628
GFRA1	SDC3	9606.ENSP00000347591	9606.ENSP00000344468	0	0	0	0	0.117	0	0	0.466	0.509
GFRA1	TNFAIP8	9606.ENSP00000347591	9606.ENSP00000427424	0	0	0	0	0	0	0	0.463	0.464
GHR	IGFBP2	9606.ENSP00000483403	9606.ENSP00000233809	0	0	0	0	0	0	0	0.595	0.595
GHR	PLCG1	9606.ENSP00000483403	9606.ENSP00000244007	0	0	0	0	0.062	0.348	0.900	0.072	0.935
GLIS2	LHFP	9606.ENSP00000262366	9606.ENSP00000368908	0	0	0	0	0	0	0	0.499	0.499
GLIS2	TMEM67	9606.ENSP00000262366	9606.ENSP00000389998	0	0	0	0	0	0	0	0.718	0.718
GNGT2	PLCG1	9606.ENSP00000426022	9606.ENSP00000244007	0	0	0	0	0.064	0	0.600	0	0.609
GPATCH2	RRP36	9606.ENSP00000355902	9606.ENSP00000244496	0	0	0	0	0.064	0.498	0	0.145	0.563
GPATCH2L	RRP36	9606.ENSP00000261530	9606.ENSP00000244496	0	0	0	0	0.064	0.498	0	0	0.510
GPR157	SPSB1	9606.ENSP00000366628	9606.ENSP00000330221	0	0	0	0	0	0	0	0.484	0.484
GPR157	UBE4B	9606.ENSP00000366628	9606.ENSP00000343001	0	0	0	0	0	0	0	0.421	0.421
GPR75	GPR85	9606.ENSP00000378195	9606.ENSP00000297146	0	0	0	0	0.062	0	0	0.464	0.475
HINT1	PIN1	9606.ENSP00000304229	9606.ENSP00000247970	0.111	0	0	0	0.095	0.427	0	0	0.498
HINT1	MCTS1	9606.ENSP00000304229	9606.ENSP00000360365	0	0	0	0	0.488	0	0	0	0.488
HINT1	SLIRP	9606.ENSP00000304229	9606.ENSP00000450909	0	0	0	0	0.547	0	0	0.048	0.550
HMGCR	VCP	9606.ENSP00000287936	9606.ENSP00000351777	0	0	0	0	0.062	0.519	0	0.522	0.765
HOXB7	HOXB9	9606.ENSP00000239165	9606.ENSP00000309439	0	0	0	0.751	0.231	0.078	0	0.770	0.400
HS3ST3A1	HS6ST1	9606.ENSP00000284110	9606.ENSP00000259241	0	0	0	0	0	0	0	0.632	0.632
HS3ST3A1	SDC3	9606.ENSP00000284110	9606.ENSP00000344468	0	0	0	0	0.062	0	0.900	0.101	0.908
HS6ST1	SLIT3	9606.ENSP00000259241	9606.ENSP00000332164	0	0	0	0	0	0	0	0.405	0.405
HS6ST1	SEMA3A	9606.ENSP00000259241	9606.ENSP00000265362	0	0	0	0	0	0	0	0.610	0.610
HS6ST1	SDC3	9606.ENSP00000259241	9606.ENSP00000344468	0	0	0	0	0.054	0	0.900	0.402	0.938
ICT1	MRPL51	9606.ENSP00000301585	9606.ENSP00000229238	0	0	0	0	0.217	0.945	0.800	0.120	0.991
ICT1	MRPS7	9606.ENSP00000301585	9606.ENSP00000245539	0.051	0	0	0	0.421	0.933	0	0.550	0.981
ICT1	TACO1	9606.ENSP00000301585	9606.ENSP00000258975	0.295	0	0	0	0.119	0.117	0	0.539	0.713
ICT1	NDUFA9	9606.ENSP00000301585	9606.ENSP00000266544	0.045	0	0	0	0.293	0.350	0	0.224	0.614
ICT1	NDUFB9	9606.ENSP00000301585	9606.ENSP00000276689	0	0	0	0	0.510	0	0	0.103	0.542
ICT1	POLDIP2	9606.ENSP00000301585	9606.ENSP00000475924	0	0	0	0	0.210	0.365	0	0	0.477
ICT1	THNSL1	9606.ENSP00000301585	9606.ENSP00000434887	0.208	0	0	0	0.064	0.360	0	0	0.484
ICT1	RPUSD3	9606.ENSP00000301585	9606.ENSP00000373331	0.133	0	0	0	0.063	0.307	0	0.216	0.499
ICT1	PHB	9606.ENSP00000301585	9606.ENSP00000479488	0.051	0	0	0	0.201	0.309	0	0.435	0.664
ICT1	TUFM	9606.ENSP00000301585	9606.ENSP00000322439	0.041	0	0	0	0.234	0.361	0	0.443	0.704
ICT1	SLIRP	9606.ENSP00000301585	9606.ENSP00000450909	0	0	0	0	0.281	0.350	0	0.471	0.731
ICT1	MRPS23	9606.ENSP00000301585	9606.ENSP00000320184	0	0	0	0	0.241	0.866	0	0.180	0.909
ICT1	MRPS26	9606.ENSP00000301585	9606.ENSP00000369682	0	0	0	0	0.217	0.864	0	0.294	0.918
ICT1	MRPS12	9606.ENSP00000301585	9606.ENSP00000384952	0.055	0	0	0	0.183	0.909	0	0.223	0.938
ICT1	MRPS11	9606.ENSP00000301585	9606.ENSP00000317376	0	0	0	0	0.378	0.933	0	0.186	0.963
ICT1	MRPL1	9606.ENSP00000301585	9606.ENSP00000315017	0	0	0	0	0.152	0.839	0.800	0.407	0.981
ICT1	MRPL24	9606.ENSP00000301585	9606.ENSP00000354525	0	0	0	0	0.441	0.914	0.800	0.131	0.990
ICT1	MRPL14	9606.ENSP00000301585	9606.ENSP00000361084	0	0	0	0	0.356	0.873	0.800	0.525	0.991
ICT1	MRPL2	9606.ENSP00000301585	9606.ENSP00000373404	0	0	0	0	0.815	0.940	0.800	0.189	0.997
ICT1	MRPL47	9606.ENSP00000301585	9606.ENSP00000417602	0	0	0	0	0.501	0.972	0.800	0.159	0.997
IGFBP2	VEGFA	9606.ENSP00000233809	9606.ENSP00000478570	0	0	0	0	0	0	0	0.470	0.470
IL33	NOV	9606.ENSP00000370842	9606.ENSP00000259526	0	0	0	0	0.062	0	0	0.703	0.710
IL33	ITGAE	9606.ENSP00000370842	9606.ENSP00000263087	0	0	0	0	0	0	0	0.507	0.507
IL33	STAT6	9606.ENSP00000370842	9606.ENSP00000300134	0	0	0	0	0	0	0	0.611	0.611
IL33	VEGFA	9606.ENSP00000370842	9606.ENSP00000478570	0	0	0	0	0.060	0	0	0.499	0.508
IRF1	PSME2	9606.ENSP00000245414	9606.ENSP00000216802	0	0	0	0	0.814	0	0	0.414	0.886
IRF1	NFE2L2	9606.ENSP00000245414	9606.ENSP00000380252	0	0	0	0	0	0.270	0	0.212	0.400
IRF1	NFKB2	9606.ENSP00000245414	9606.ENSP00000358983	0	0	0	0	0.127	0	0	0.422	0.475
IRF1	TRIM28	9606.ENSP00000245414	9606.ENSP00000253024	0	0	0	0	0	0.486	0	0.181	0.561
IRF1	STAT6	9606.ENSP00000245414	9606.ENSP00000300134	0	0	0	0	0.123	0.385	0	0.627	0.781
KATNAL2	KLHL30	9606.ENSP00000245121	9606.ENSP00000386389	0	0	0	0	0.062	0	0	0.469	0.480
KATNAL2	PSMD13	9606.ENSP00000245121	9606.ENSP00000396937	0	0	0	0	0.156	0.346	0	0.143	0.485
KATNAL2	PSMD4	9606.ENSP00000245121	9606.ENSP00000357879	0	0	0	0	0.183	0.347	0	0.146	0.505
KATNAL2	VCP	9606.ENSP00000245121	9606.ENSP00000351777	0	0	0.269	0.719	0.579	0.279	0	0.067	0.707
KCNS2	MRPS7	9606.ENSP00000287042	9606.ENSP00000245539	0	0	0	0	0.193	0.249	0	0.178	0.458
KCNS2	RPS26	9606.ENSP00000287042	9606.ENSP00000348849	0	0	0	0	0.213	0.262	0	0.081	0.419
KCTD19	RRP36	9606.ENSP00000305702	9606.ENSP00000244496	0	0	0	0	0.122	0.549	0	0.076	0.602
KDM2B	L3MBTL2	9606.ENSP00000366271	9606.ENSP00000216237	0	0	0	0	0.112	0	0	0.425	0.468
KDM2B	LGR5	9606.ENSP00000366271	9606.ENSP00000266674	0	0	0	0	0.062	0.077	0	0.542	0.569
KDM2B	SETD1B	9606.ENSP00000366271	9606.ENSP00000442924	0	0	0	0	0.108	0.252	0	0.530	0.659
KDM2B	RYBP	9606.ENSP00000366271	9606.ENSP00000419494	0	0	0	0	0	0.913	0	0.854	0.986
KLHDC3	RRP36	9606.ENSP00000313995	9606.ENSP00000244496	0	0.597	0	0	0.119	0	0	0	0.629
KLHL29	SNX9	9606.ENSP00000420659	9606.ENSP00000376024	0	0	0	0	0	0.057	0	0.602	0.609
KLHL29	SENP6	9606.ENSP00000420659	9606.ENSP00000402527	0	0	0	0	0.062	0.392	0	0	0.405
KLHL30	SYNPO2L	9606.ENSP00000386389	9606.ENSP00000378289	0	0	0	0	0.584	0.076	0	0	0.599
KLHL30	PERM1	9606.ENSP00000386389	9606.ENSP00000414022	0	0	0	0	0.512	0	0	0	0.512
L3MBTL2	RYBP	9606.ENSP00000216237	9606.ENSP00000419494	0	0	0	0	0.059	0.882	0.600	0.583	0.979
LAMA5	LAMB3	9606.ENSP00000252999	9606.ENSP00000375778	0	0	0	0.635	0.182	0.230	0.900	0.569	0.945
LAMB3	PPP2R5A	9606.ENSP00000375778	9606.ENSP00000261461	0	0	0	0	0	0	0	0.578	0.578
LETM2	RASSF2	9606.ENSP00000369291	9606.ENSP00000368710	0	0	0	0	0.062	0	0	0.688	0.695
LGR5	LHX2	9606.ENSP00000266674	9606.ENSP00000362717	0	0	0	0	0	0.068	0	0.391	0.408
LHFP	LRRK1	9606.ENSP00000368908	9606.ENSP00000373600	0	0	0	0	0	0	0	0.572	0.572
LHX2	SSBP2	9606.ENSP00000362717	9606.ENSP00000483921	0	0	0	0	0	0.144	0	0.356	0.425
LRRK1	UBE4B	9606.ENSP00000373600	9606.ENSP00000343001	0	0	0	0	0.063	0	0	0.586	0.596
LRRK1	MAP3K14	9606.ENSP00000373600	9606.ENSP00000482657	0	0	0	0	0.067	0.188	0	0.332	0.450
LSP1	MED27	9606.ENSP00000371194	9606.ENSP00000292035	0	0	0	0	0	0	0	0.464	0.464
MACC1	RBM48	9606.ENSP00000383185	9606.ENSP00000265732	0	0	0	0	0	0	0	0.434	0.434
MAP3K14	PSME2	9606.ENSP00000482657	9606.ENSP00000216802	0	0	0	0	0	0.105	0.900	0	0.906
MAP3K14	PSMD4	9606.ENSP00000482657	9606.ENSP00000357879	0	0	0	0	0	0	0.900	0.077	0.903
MAP3K14	MAP3K7	9606.ENSP00000482657	9606.ENSP00000358335	0	0	0	0.565	0.065	0.504	0.900	0.383	0.957
MAP3K14	NFKB2	9606.ENSP00000482657	9606.ENSP00000358983	0	0	0	0	0.081	0.693	0.900	0.613	0.987
MAP3K14	PSMD13	9606.ENSP00000482657	9606.ENSP00000396937	0	0	0	0	0	0	0.900	0	0.900
MAP3K7	NFKB2	9606.ENSP00000358335	9606.ENSP00000358983	0	0	0	0	0	0.120	0	0.580	0.615
MAPT	PIN1	9606.ENSP00000340820	9606.ENSP00000247970	0	0	0	0	0	0.686	0	0.431	0.814
MAPT	NDUFA9	9606.ENSP00000340820	9606.ENSP00000266544	0	0	0	0	0	0.176	0.600	0.060	0.663
MAPT	NDUFB9	9606.ENSP00000340820	9606.ENSP00000276689	0	0	0	0	0	0	0.600	0	0.600
MAPT	RPS6KA3	9606.ENSP00000340820	9606.ENSP00000368884	0	0	0	0	0	0.463	0	0.112	0.502
MAPT	VCP	9606.ENSP00000340820	9606.ENSP00000351777	0	0	0	0	0	0.182	0	0.688	0.734
MCTS1	RPS26	9606.ENSP00000360365	9606.ENSP00000348849	0	0	0	0	0.205	0.800	0	0.103	0.844
MCTS1	MRPL47	9606.ENSP00000360365	9606.ENSP00000417602	0	0	0	0	0.450	0	0	0	0.450
MED27	SETX	9606.ENSP00000292035	9606.ENSP00000224140	0	0	0	0	0.096	0	0	0.629	0.651
MED27	MED28	9606.ENSP00000292035	9606.ENSP00000237380	0	0	0	0	0.063	0.675	0.800	0.637	0.974
MED27	NCOA3	9606.ENSP00000292035	9606.ENSP00000361066	0	0	0	0	0.068	0	0.600	0	0.611
MED28	NCOA3	9606.ENSP00000237380	9606.ENSP00000361066	0	0	0	0	0	0	0.600	0.046	0.602
MEF2A	PITX2	9606.ENSP00000346389	9606.ENSP00000304169	0	0	0	0	0	0.270	0	0.449	0.581
MEF2A	TOB2	9606.ENSP00000346389	9606.ENSP00000331305	0	0	0	0	0.062	0	0	0.387	0.400
MEF2A	TEAD1	9606.ENSP00000346389	9606.ENSP00000435233	0	0	0	0	0	0.379	0	0.484	0.666
MINOS1	NDUFA9	9606.ENSP00000325562	9606.ENSP00000266544	0	0	0	0	0.201	0.319	0	0.336	0.608
MINOS1	TIMM22	9606.ENSP00000325562	9606.ENSP00000320236	0	0	0	0	0.382	0.217	0	0.303	0.633
MINOS1	SLIRP	9606.ENSP00000325562	9606.ENSP00000450909	0	0	0	0	0.088	0	0	0.545	0.567
MON1A	TSNARE1	9606.ENSP00000296473	9606.ENSP00000303437	0	0	0	0	0.085	0.212	0	0.248	0.410
MRPL1	MRPL51	9606.ENSP00000315017	9606.ENSP00000229238	0	0	0	0	0.108	0	0.800	0.054	0.816
MRPL1	RRP36	9606.ENSP00000315017	9606.ENSP00000244496	0	0	0	0	0.062	0	0.540	0	0.550
MRPL1	MRPS7	9606.ENSP00000315017	9606.ENSP00000245539	0.167	0	0	0	0.555	0.638	0	0.354	0.902
MRPL1	MRPS12	9606.ENSP00000315017	9606.ENSP00000384952	0.167	0	0	0	0.496	0.552	0	0.302	0.851
MRPL1	RPS26	9606.ENSP00000315017	9606.ENSP00000348849	0	0	0	0	0.543	0.614	0	0.259	0.858
MRPL1	MRPS11	9606.ENSP00000315017	9606.ENSP00000317376	0.167	0	0	0	0.518	0.525	0	0.427	0.876
