gene1,gene2,score
CCDC170,COLEC10,0.658
CCDC170,C17orf53,0.468
CCDC170,RFC4,0.466
CCDC170,CEP72,0.59
CCDC170,ZNF703,0.572
CCDC170,DIAPH3,0.463
CCDC170,CLDN14,0.401
FLVCR2,DSCAM,0.545
HOXB8,PBX3,0.635
HOXB5,HOXC5,0.845
HOXB5,HOXB3,0.523
HOXB5,HOXA7,0.847
CCDC170,PLEKHG1,0.517
CCDC170,ESPL1,0.574
CCDC77,DEPDC1B,0.475
CCDC77,C17orf53,0.546
CCDC77,ARHGAP11A,0.4
CCDC77,UBALD2,0.548
CCDC77,ZNF788,0.465
CCDC77,NEMP1,0.534
CCDC77,CCDC150,0.585
CCDC77,RIBC2,0.419
CCDC77,ZNF367,0.439
CCDC77,CCDC138,0.521
CCDC77,C18orf54,0.571
CCDC77,C19orf57,0.495
CCDC77,FAM72B,0.465
CCDC77,CEP85,0.541
CCDC77,FGFR1OP,0.482
CCDC77,REEP4,0.409
CCDC77,C3orf14,0.533
CCDC77,PPP2R3C,0.491
NCAPH,CKAP5,0.418
NCAPH,GSG2,0.529
NCAPH,PARPBP,0.542
NCAPH,BUB1,0.949
NCAPH,PLK4,0.818
NCAPH,ESPL1,0.922
NCAPH,NUSAP1,0.885
NCAPH,ORC1,0.813
NCAPH,SMC2,0.999
NCAPH,RAD51,0.629
NCAPH,SGO1,0.732
NCAPH,FAHD2B,0.459
NCAPH,TROAP,0.678
NCAPH,FAM64A,0.741
NCAPH,DLGAP5,0.9
NCAPH,CHAF1B,0.6
NCAPH,DSCC1,0.601
NCAPH,TCF19,0.459
NCAPH,DUT,0.482
CCDC77,CDKN3,0.623
NCAPH,MELK,0.828
NCAPH,BUB1B,0.904
NCAPH,CCNB2,0.988
NCAPH,DEPDC1B,0.594
NCAPH,CDCA7,0.496
NCAPH,ECT2,0.586
NCAPH,NCAPG2,0.994
NCAPH,CENPA,0.74
NCAPH,HJURP,0.786
NCAPH,E2F7,0.486
NCAPH,RFC4,0.649
NCAPH,ASF1B,0.789
NCAPH,CDCA3,0.799
NCAPH,SKA3,0.693
NCAPH,CCNA2,0.9
NCAPH,RFC3,0.519
NCAPH,TK1,0.609
NCAPH,ARHGAP11A,0.624
NCAPH,CEP55,0.858
NCAPH,CDC25C,0.626
NCAPH,KPNA2,0.552
NCAPH,SMC1A,0.735
NCAPH,MAD2L1,0.818
NCAPH,CENPE,0.867
NCAPH,TYMS,0.723
NCAPH,POLA1,0.911
NCAPH,NEIL3,0.574
NCAPH,NCAPD3,0.998
NCAPH,SMC6,0.838
NCAPH,CKS2,0.572
NCAPH,C1orf112,0.413
NCAPH,HMMR,0.647
NCAPH,ZWINT,0.71
NCAPH,PKMYT1,0.485
NCAPH,CDKN3,0.615
NCAPH,GINS3,0.514
NCAPH,TACC3,0.663
NCAPH,KIF23,0.914
NCAPH,TBC1D31,0.571
NCAPH,E2F8,0.443
NCAPH,FANCI,0.68
NCAPH,KNL1,0.642
NCAPH,CENPK,0.437
NCAPH,NDC80,0.952
NCAPH,MCM10,0.662
NCAPH,ITPRIPL1,0.796
NCAPH,TIPIN,0.432
NCAPH,SMARCD1,0.429
NCAPH,CENPH,0.503
NCAPH,PBK,0.864
NCAPH,GINS4,0.7
NCAPH,KIF20B,0.641
NCAPH,KNSTRN,0.521
NCAPH,BRCA1,0.471
NCAPH,HIST1H2AE,0.437
NCAPH,TOP2A,0.961
NCAPH,SGO2,0.545
NCAPH,INCENP,0.77
NCAPH,LIG1,0.824
NCAPH,CENPW,0.462
NCAPH,CENPF,0.705
NCAPH,ERCC6L,0.811
NCAPH,DHFR,0.518
NCAPH,RACGAP1,0.808
NCAPH,RRM2,0.76
NCAPH,CENPI,0.492
NCAPH,DTL,0.628
NCAPH,ZWILCH,0.815
NCAPH,NCAPG,0.999
NCAPH,TLK2,0.482
NCAPH,TIMELESS,0.477
NCAPH,HELLS,0.497
NCAPH,KIAA1524,0.671
NCAPH,POLA2,0.817
NCAPH,NEK2,0.825
NCAPH,FAM83D,0.669
NCAPH,PCNA,0.603
NCAPH,DEPDC1,0.683
NCAPH,RAD54L,0.73
NCAPH,CDCA5,0.828
NCAPH,CDT1,0.518
NCAPH,SPC25,0.651
NCAPH,RFC5,0.574
NCAPH,GINS2,0.86
NCAPH,H2AFV,0.442
NCAPH,CDK2,0.41
NCAPH,FIGNL1,0.448
NCAPH,MEN1,0.643
NCAPH,KIFC1,0.709
NCAPH,SPAG5,0.934
NCAPH,GINS1,0.791
NCAPH,H2AFZ,0.674
NCAPH,AURKB,0.996
NCAPH,PLK2,0.444
NCAPH,ESCO2,0.617
NCAPH,SPC24,0.822
NCAPH,CCNF,0.531
NCAPH,CCNB1,0.984
NCAPH,MCM4,0.913
NCAPH,CKAP2L,0.649
NCAPH,PCLAF,0.64
NCAPH,TICRR,0.599
NCAPH,CKS1B,0.526
NCAPH,KIF20A,0.904
NCAPH,FOXM1,0.686
NCAPH,FEN1,0.533
NCAPH,GTSE1,0.611
NCAPH,ANLN,0.686
NCAPH,PLK1,0.873
NCAPH,KIF11,0.956
NCAPH,CHEK1,0.645
NCAPH,KIF15,0.959
NCAPH,CDC20,0.939
NCAPH,SHCBP1,0.846
NCAPH,WDHD1,0.755
NCAPH,BIRC5,0.824
NCAPH,EXO1,0.77
NCAPH,UHRF1,0.674
NCAPH,FANCD2,0.574
NCAPH,RRM1,0.697
NCAPH,KNTC1,0.87
NCAPH,MKI67,0.789
NCAPH,CDCA8,0.908
NCAPH,MCM3,0.912
NCAPH,UBE2C,0.732
NCAPH,CKAP2,0.559
NCAPH,CDK1,0.987
NCAPH,KIF18B,0.748
NCAPH,RAD54B,0.425
NCAPH,BLM,0.44
NCAPH,KIF4A,0.936
NCAPH,MCM7,0.896
NCAPH,KIF14,0.687
NCAPH,PRC1,0.942
NCAPH,TPX2,0.953
NCAPH,SMC5,0.923
NCAPH,CDC7,0.425
NCAPH,MND1,0.563
NCAPH,SASS6,0.439
NCAPH,MIS18BP1,0.59
NCAPH,TTK,0.906
NCAPH,CDC45,0.817
NCAPH,MCM2,0.73
NCAPH,CSNK2B,0.922
NCAPH,POC1A,0.527
NCAPH,UBE2T,0.612
NCAPH,POLD1,0.562
NCAPH,LMNB1,0.616
NCAPH,CWC22,0.606
NCAPH,PTTG1,0.661
NCAPH,PRIM1,0.744
NCAPH,CCNA1,0.6
NCAPH,CENPU,0.546
NCAPH,ASPM,0.978
MND1,AURKB,0.554
NCAPH,KIF2C,0.849
MND1,MCM4,0.472
MND1,CDC45,0.814
MND1,MCM2,0.5
MND1,CKAP2L,0.432
MND1,CDC23,0.507
NCAPH,RAD21,0.879
MND1,PSMC3IP,0.999
MND1,KIF20A,0.565
MND1,H2AFX,0.91
MND1,MCM8,0.593
MND1,TTK,0.77
MND1,ASPM,0.822
MND1,PCNA,0.528
MND1,FANCM,0.545
MND1,RMI2,0.654
MND1,BUB1B,0.638
MND1,ADARB1,0.508
MND1,MRE11,0.592
NCAPH,CDCA2,0.772
NCAPH,NUF2,0.846
NCAPH,CENPN,0.814
MND1,DEPDC1,0.562
MND1,FAM83D,0.527
NCAPH,SMARCD3,0.411
NCAPH,NCAPD2,0.999
NCAPH,CHAF1A,0.603
MND1,DTL,0.675
MND1,TICRR,0.522
MND1,CDCA7,0.624
MND1,CCNB2,0.62
NCAPH,MTFR2,0.529
MND1,PRIM1,0.744
MND1,RAD52,0.694
MND1,DEPDC1B,0.561
MND1,RRM2,0.693
MND1,FEN1,0.419
MND1,DSCC1,0.549
MND1,RAD51B,0.599
MND1,CENPF,0.82
MND1,PTTG1,0.735
MND1,CDCA2,0.675
MND1,GINS2,0.55
MND1,E2F7,0.543
MND1,NUF2,0.882
MND1,BRCA2,0.945
MND1,RAD21,0.62
MND1,RACGAP1,0.583
MND1,PCLAF,0.798
MND1,ANLN,0.675
MND1,HELLS,0.456
MND1,ARHGAP11A,0.539
MND1,NCAPG,0.854
MND1,NCAPG2,0.533
MND1,RFC4,0.712
MND1,CEP55,0.687
MND1,CENPN,0.602
MND1,CDC20,0.536
MND1,CHEK1,0.704
MND1,CCNA2,0.759
MND1,TK1,0.535
MND1,CDT1,0.497
MND1,SKA3,0.574
MND1,FANCG,0.463
MND1,KIF11,0.636
MND1,SFR1,0.731
MND1,CDC25C,0.555
MND1,KPNA2,0.405
MND1,KNTC1,0.672
MND1,ORC1,0.478
MND1,NUSAP1,0.628
MND1,SMC2,0.631
MND1,CDCA8,0.569
MND1,ZWINT,0.556
MND1,DARS2,0.409
MND1,CDCA5,0.744
MND1,SHCBP1,0.566
MND1,HMMR,0.691
MND1,RAD54L,0.766
MND1,RAD51C,0.838
MND1,CDKN3,0.78
MND1,CENPE,0.691
MND1,MTFR2,0.751
MND1,EME1,0.464
MND1,RPA2,0.903
MND1,CDK1,0.758
MND1,UBE2C,0.576
MND1,RAD51,0.998
MND1,MCM3,0.422
MND1,XRCC2,0.541
MND1,MSH5,0.888
MND1,SMC6,0.507
MND1,CHAF1B,0.541
MND1,RMI1,0.432
MND1,KIF15,0.783
MND1,EXO1,0.868
MND1,PRC1,0.562
MND1,DLGAP5,0.777
MND1,TOPBP1,0.482
MND1,CCNB1,0.763
MND1,CKS1B,0.445
MND1,CENPU,0.799
MND1,NEIL3,0.587
MND1,MAD2L1,0.86
MND1,DSN1,0.407
MND1,FAM64A,0.53
MND1,DBF4,0.631
MND1,MCM10,0.564
MND1,BRCA1,0.953
MND1,BIRC5,0.594
MND1,TOP2A,0.734
MND1,UBE2T,0.739
MND1,TYMS,0.781
MND1,CENPA,0.52
MND1,CENPK,0.571
MND1,FANCI,0.652
MND1,HJURP,0.54
MND1,WDHD1,0.68
MND1,BARD1,0.527
MND1,HIST1H2BH,0.903
MND1,MKI67,0.549
MND1,XRCC3,0.777
MND1,SPAG5,0.636
MND1,SMC5,0.505
MND1,GINS4,0.439
MND1,PBK,0.798
MND1,NDC80,0.764
MND1,MELK,0.786
MND1,BLM,0.494
MND1,RAD54B,0.796
MND1,PLK4,0.547
MND1,BUB1,0.874
MND1,RPA1,0.919
MND1,KIF23,0.654
TSHZ3,IRX3,0.432
MND1,DIAPH3,0.536
MND1,BRE,0.509
MND1,TPX2,0.563
NAA50,GZMM,0.445
MND1,CENPH,0.475
MND1,KIF2C,0.557
MND1,CKS2,0.587
TSHZ3,SOWAHB,0.458
TSHZ3,ZSCAN16,0.416
NAA50,POLE3,0.478
NAA50,NAA40,0.845
NAA50,ABCE1,0.631
NAA50,SYS1,0.477
TSHZ3,CTDP1,0.407
TSHZ3,C10orf76,0.422
NAA50,POLR3K,0.425
NAA50,RPL3L,0.567
NAA50,MTIF2,0.694
NAA50,ELAVL1,0.505
NAA50,METAP1,0.448
NAA50,MOCS2,0.42
NAA50,HNRNPH1,0.65
NAA50,SSB,0.497
NAA50,JMJD6,0.629
NAA50,VBP1,0.414
NAA50,METAP1D,0.414
NAA50,HNRNPA2B1,0.569
NAA50,ESCO2,0.446
NAA50,GTPBP8,0.751
NAA50,GLYATL1,0.597
NAA50,PTGES3,0.461
NAA50,RBMX,0.404
NAA50,NAT8L,0.431
NAA50,PSME3,0.414
NAA50,SRSF1,0.547
ACVR2A,SMAD1,0.961
ACVR2A,GDF7,0.875
ACVR2A,ACVR2B,0.94
ACVR2A,ALK,0.63
ACVR2A,GDF6,0.878
ACVR2A,EPAS1,0.566
ACVR2A,TGFBR1,0.894
ACVR2A,MAP7D1,0.407
ACVR2A,BMP3,0.852
ACVR2A,POC1B,0.498
ACVR2A,INHBE,0.874
ACVR2A,DAND5,0.902
ACVR2A,TNFSF13B,0.577
ACVR2A,ARRB2,0.429
EEPD1,CCDC71L,0.475
EEPD1,SETMAR,0.569
EEPD1,EXO1,0.735
EEPD1,LACTB,0.657
EEPD1,MAST4,0.473
EEPD1,POLR1A,0.477
EEPD1,DNA2,0.479
WIPF3,PIF1,0.433
WIPF3,ARPC1A,0.698
EEPD1,BRCA2,0.429
WIPF3,ACTG1,0.679
WIPF3,ABI2,0.73
WIPF3,BIN1,0.417
WIPF3,BAIAP2,0.67
WIPF3,MYO16,0.472
HOXA7,HOXB6,0.844
HOXA7,MLLT1,0.512
WIPF3,BIN3,0.417
HOXA7,HELLS,0.556
TWIST1,DNMT3B,0.502
HOXA7,WDR5,0.408
HOXA7,SUV39H1,0.422
HOXA7,PBX3,0.63
HOXA7,NSD3,0.416
HOXA7,MEN1,0.493
HOXA7,HOXA9,0.641
HOXA7,EZH2,0.48
HOXA7,HOXC5,0.835
HOXA7,MLLT10,0.539
TWIST1,TCF3,0.991
TWIST1,CEBPD,0.908
TWIST1,EZH2,0.566
TWIST1,STAT3,0.974
TWIST1,PDCD4,0.695
TWIST1,KRT8,0.431
TWIST1,IL6,0.427
TWIST1,ID4,0.491
TWIST1,HIVEP3,0.674
TWIST1,BIRC5,0.921
TWIST1,BCL6,0.927
TWIST1,WDR5,0.743
TWIST1,KRT18,0.426
TWIST1,CD44,0.939
TWIST1,ACTA2,0.43
TWIST1,TGFBR1,0.427
TWIST1,MMP3,0.425
TWIST1,MET,0.403
TWIST1,RASSF1,0.455
EGR2,DLX3,0.402
EGR2,NPAS4,0.554
EGR2,NFATC1,0.571
EGR2,MAFB,0.857
EGR2,WDR5,0.625
EGR2,NCOA6,0.6
EGR2,ASH2L,0.6
EGR2,ERBB3,0.402
EGR2,SREBF2,0.649
EGR2,H2AFX,0.614
EGR2,HCFC1,0.607
EGR2,CEBPD,0.415
EGR2,H2AFZ,0.652
EGR2,HOXB3,0.432
EGR2,NR4A3,0.595
EGR2,H2AFV,0.623
EGR2,NFATC4,0.646
EGR2,POU3F2,0.947
EGR2,NGF,0.444
EGR2,NFATC3,0.578
EGR2,ID4,0.931
EGR2,HIST1H2BH,0.606
EGR2,JUND,0.81
EGR2,SH3TC2,0.609
SSPN,TUBA8,0.417
EGR2,SOX8,0.474
EGR2,PAX6,0.405
EGR2,NAB1,0.901
EGR2,ZNF385A,0.438
FAM149B1,DNAJC9,0.954
FAM149B1,SPAG5,0.503
FAM149B1,SCAF11,0.591
FAM149B1,NUDT13,0.406
SSPN,CD63,0.437
SSPN,PGM5,0.735
HOXC13,KRT33B,0.478
HOXC13,DLX3,0.441
SSPN,SGCA,0.944
HOXC13,NSD3,0.557
RAB9B,LRRC40,0.44
HOXC13,FOXQ1,0.619
HOXC13,HOXC5,0.42
RAB9B,LONRF2,0.44
RAB9B,PIK3C3,0.47
RAB9B,NAPG,0.657
RAB9B,TGFBRAP1,0.564
RAB9B,DENND4B,0.523
RAB9B,GCC2,0.85
RAB9B,NAPB,0.785
RAB9B,RNFT2,0.441
RAB9B,HMGA1,0.649
RAB9B,RAB33A,0.455
RAB9B,VTI1A,0.692
RAB9B,RASGEF1B,0.405
RAB9B,ATG5,0.434
RAB9B,BNIP3L,0.514
RAB9B,TMEM11,0.464
RAB9B,ATG7,0.413
RIF1,H2AFX,0.636
RIF1,DONSON,0.628
RIF1,SPDYA,0.422
RIF1,SUV39H1,0.465
RIF1,CIT,0.527
RIF1,BRCC3,0.664
RIF1,MCM4,0.791
RIF1,PPP1CC,0.914
RIF1,PDCD4,0.418
RIF1,BRCA1,0.849
RIF1,ORC1,0.894
RIF1,HIST1H2BH,0.6
RIF1,NSD2,0.636
RIF1,RMI1,0.412
RIF1,MCM8,0.65
RIF1,CHAF1A,0.714
RIF1,CDT1,0.791
RIF1,BRE,0.65
RIF1,RECQL4,0.653
RIF1,MRE11,0.647
RIF1,MCM2,0.876
RIF1,TOPBP1,0.451
RIF1,GOLM1,0.472
BATF3,JUND,0.772
RIF1,MCM3,0.688
RIF1,RNASEH2B,0.645
RIF1,WDHD1,0.702
RIF1,PRKDC,0.671
RIF1,BARD1,0.707
RIF1,MCM7,0.736
RIF1,BLM,0.716
KCNJ2,SCN5A,0.912
BATF3,NFATC1,0.903
KCNJ2,GNB5,0.655
KCNJ2,KCND3,0.726
KCNJ2,CACNA1G,0.405
KCNJ2,KCNMA1,0.506
KCNJ2,KCNJ9,0.617
KCNJ2,HCN2,0.418
KCNJ2,KCNH1,0.403
KCNJ2,CALM1,0.519
KCNJ2,GNG10,0.617
BATF3,NFATC3,0.903
KCNJ2,KCNJ12,0.811
KCNJ2,KCNE5,0.612
KCNJ2,GINS3,0.505
KCNJ2,KCNQ4,0.836
RAB38,TYRP1,0.696
RAB38,MYCBP2,0.406
RAB38,RHEBL1,0.419
RAB38,DCT,0.539
HAUS3,HAUS2,0.994
RAB38,GLO1,0.42
HAUS3,HAUS8,0.977
HAUS3,HAUS5,0.99
HAUS3,TUBG1,0.602
HAUS3,ZNF597,0.602
HAUS3,HAUS6,0.995
HAUS3,ZNF703,0.485
CHPF,CHST12,0.588
CHPF,XYLT1,0.707
CHPF,SDC2,0.445
CHPF,NOCT,0.408
SYS1,GCC1,0.64
CHPF,GLCE,0.401
SYS1,C9orf172,0.505
CHPF,NCAPD3,0.417
SYS1,GCC2,0.638
CHPF,CRTAP,0.686
SYS1,CYTH1,0.491
SYS1,VTI1A,0.628
SYS1,NAPG,0.65
SYS1,GRIP1,0.515
SYS1,NAPB,0.663
SYS1,TAPBPL,0.437
SYS1,ERGIC2,0.509
SYS1,COG7,0.6
SYS1,NLK,0.414
SYS1,PIGT,0.405
SYS1,ERGIC3,0.416
PTGIS,TNNT3,0.416
PTGIS,LBR,0.458
PTGIS,PTGS1,0.98
LIPE,PTRF,0.857
PTGIS,CYP2J2,0.5
PTGIS,PTGES3,0.968
PTGIS,PTGS2,0.991
PTGIS,MSMO1,0.622
PTGIS,TBXAS1,0.818
PTGIS,CYP46A1,0.418
PTGIS,ACE,0.401
PTGIS,SIGMAR1,0.669
LIPE,GPAT3,0.45
LIPE,LIPC,0.959
LIPE,PDE3B,0.637
LIPE,AGPAT3,0.422
LIPE,GYS1,0.471
LIPE,SREBF2,0.426
LIPE,SLC2A4,0.712
LIPE,DIO2,0.522
LIPE,ACSF2,0.803
LIPE,FASN,0.721
LIPE,ACAA2,0.456
LIPE,ABHD5,0.892
LIPE,PEX11B,0.415
LIPE,HMGCL,0.622
LYPD3,PHTF1,0.422
LIPE,GPT2,0.474
LIPE,TMEM145,0.441
LIPE,ELOVL3,0.409
LIPE,UCP2,0.606
LIPE,IL6,0.478
LYPD3,LGALS3,0.854
LYPD3,LY6G5B,0.473
LYPD3,AVPI1,0.428
AARS2,POLM,0.72
LYPD3,ACRV1,0.414
FBXO9,TELO2,0.618
FBXO9,TTI1,0.702
AARS2,CHEK1,0.411
AARS2,ATAD2,0.629
AARS2,ANAPC1,0.655
FBXO9,NPAT,0.459
FBXO9,MTIF2,0.437
FBXO9,FBXO6,0.47
FBXO9,FBXO22,0.508
AARS2,EYA3,0.47
FBXO9,CCNF,0.641
AARS2,POLG2,0.581
AARS2,RPA1,0.662
AARS2,OXA1L,0.421
AARS2,CDC16,0.644
AARS2,MTIF2,0.66
AARS2,ELAC2,0.438
AARS2,EPM2A,0.433
AARS2,ASB7,0.411
AARS2,SND1,0.424
AARS2,MTO1,0.618
AARS2,TARSL2,0.845
AARS2,DARS2,0.877
AARS2,NTPCR,0.705
AARS2,MRRF,0.418
AARS2,OLA1,0.477
AARS2,POLR1A,0.583
SSR1,TMEM154,0.459
SSR1,RBSN,0.407
SSR1,GTPBP8,0.502
SSR1,EZH2,0.42
SH3TC1,ZNF569,0.478
SSR1,DAD1,0.403
SSR1,SEC61A2,0.937
SSR1,SSR3,0.999
SH3TC1,EMSY,0.708
SSR1,VDAC3,0.667
SH3TC1,CPAMD8,0.547
SH3TC1,SHROOM2,0.606
SH3TC1,ABLIM2,0.631
MBOAT7,GRINA,0.406
MBOAT7,ELOVL1,0.404
MBOAT7,AGPAT3,0.876
MBOAT7,TMEM41B,0.494
CDC25B,CDK1,0.998
MBOAT7,GPAT3,0.935
MBOAT7,AGPS,0.43
CDC25B,BRSK2,0.857
CDC25B,PLK1,0.967
CDC25B,FOXM1,0.863
CDC25B,CCNB1,0.99
CDC25B,CCNF,0.529
CDC25B,CDK2,0.999
CDC25B,CKS1B,0.661
CDC25B,KIF2C,0.483
CDC25B,PLK2,0.52
CDC25B,AURKB,0.709
CDC25B,KIF20A,0.405
CDC25B,CDK6,0.708
CDC25B,FZR1,0.645
CDC25B,CDC20,0.769
CDC25B,CHEK1,0.991
CDC25B,KIF11,0.431
CDC25B,HUS1,0.405
CDC25B,BIRC5,0.43
CDC25B,ARPP19,0.572
CDC25B,UBE2C,0.449
CDC25B,MCM3,0.428
CDC25B,PTPDC1,0.441
CDC25B,CCND2,0.459
CDC25B,CCNA1,0.945
CDC25B,BUB3,0.538
CDC25B,CDC7,0.43
CDC25B,CDK3,0.599
CDC25B,MASTL,0.486
CDC25B,MCM7,0.449
CDC25B,POLD1,0.534
CDC25B,ESPL1,0.567
CDC25B,PLK4,0.469
CDC25B,BUB1,0.537
CDC25B,PTTG1,0.416
CDC25B,MAPKAPK3,0.405
CDC25B,CDC45,0.452
CDC25B,TOP2A,0.454
CDC25B,CENPA,0.506
CDC25B,MELK,0.715
CDC25B,BRCA1,0.419
CDC25B,CKS2,0.607
CDC25B,BUB1B,0.56
CDC25B,MAD2L1,0.459
CDC25B,CENPF,0.555
CDC25B,TOPBP1,0.429
CDC25B,ELAVL1,0.422
CDC25B,NEK2,0.506
CDC25B,CDC27,0.458
CDC25B,ECT2,0.454
CDC25B,CCNB2,0.985
CDC25B,CENPE,0.456
CDC25B,CDC25C,0.915
CDC25B,CDKN3,0.544
CDC25B,PKMYT1,0.926
CDC25B,CCNE1,0.735
CDC25B,YWHAH,0.993
CDC25B,CDT1,0.434
CDC25B,CCNA2,0.978
TMX4,PRDX4,0.523
TMX4,TMX2,0.747
TMX4,MCM8,0.657
TMX4,PAAF1,0.431
TMX4,RUBCNL,0.408
TMX4,NAPB,0.565
MKKS,ALMS1,0.481
MKKS,IRAK1,0.407
MKKS,P2RX4,0.412
MKKS,TDRD1,0.414
MKKS,GSPT1,0.401
MKKS,ARL4A,0.646
MKKS,FBLL1,0.497
MKKS,RPL3L,0.401
MKKS,MAP3K3,0.414
DSTN,TPM3,0.683
MKKS,MAP3K1,0.426
MKKS,RAN,0.531
MKKS,EEF2,0.585
MKKS,CCT6B,0.915
MKKS,ARRB2,0.41
MKKS,TRIM32,0.564
DSTN,ACTA2,0.55
DSTN,LCP1,0.506
DSTN,ADK,0.767
DSTN,COTL1,0.429
DSTN,EIF5A,0.447
DSTN,TPM2,0.678
DSTN,ACTG1,0.943
DSTN,ACTR3C,0.536
DSTN,PAK1,0.418
DSTN,GSN,0.57
DSTN,NPEPL1,0.76
DSTN,TAGLN,0.557
DSTN,MYH10,0.491
DSTN,TESK1,0.504
DSTN,CNN2,0.409
DSTN,TMOD3,0.637
IGFLR1,AMDHD1,0.505
IGFLR1,ARHGAP33,0.504
DSTN,PLS1,0.417
IGFLR1,TMEM136,0.455
IGFLR1,LMBR1L,0.477
IGFLR1,GAS2,0.424
UBA2,UBE2T,0.43
UBA2,SMARCD3,0.452
UBA2,SSB,0.442
UBA2,SENP3,0.798
UBA2,UBC,0.801
UBA2,RAD52,0.438
UBA2,UBE2S,0.558
UBA2,UBE2C,0.429
UBA2,USP1,0.431
UBA2,DEK,0.686
UBA2,RCC1,0.582
UBA2,ZNF569,0.544
UBA2,SNCG,0.613
UBA2,SMC5,0.595
UBA2,SAE1,0.999
UBA2,LIN52,0.447
UBA2,CSE1L,0.682
UBA2,IPO11,0.45
UBA2,PPM1G,0.802
UBA2,UCHL5,0.53
UBA2,UBE2E3,0.524
UBA2,UBQLN4,0.495
UBA2,HECTD3,0.425
UBA2,UBE2I,0.999
UBA2,RANBP1,0.495
UBA2,SMARCD1,0.469
UBA2,CBS,0.521
UBA2,POLA1,0.429
UBA2,UBE2L6,0.427
UBA2,MTIF2,0.472
UBA2,SENP1,0.875
UBA2,RANGAP1,0.843
KRT13,KRT16,0.44
UBA2,TOP2A,0.763
UBA2,HLTF,0.535
UBA2,RAD18,0.567
UBA2,TARSL2,0.412
HCST,CD27,0.676
HCST,STAT5A,0.465
HCST,RHOD,0.41
HCST,RND2,0.412
HCST,ITGB2,0.598
KRT9,KRT16,0.426
KRT13,IVL,0.69
KRT9,KRT33B,0.554
KRT13,KRT33B,0.533
NR1D1,TIMELESS,0.659
KRT13,KRT15,0.669
NR1D1,HSF2,0.936
NR1D1,RASAL3,0.922
NR1D1,TEF,0.848
NR1D1,NOCT,0.602
NR1D1,ARNT,0.411
RRAS,RASAL3,0.706
NR1D1,SYBU,0.407
NR1D1,CSNK1D,0.69
NR1D1,PER3,0.924
RRAS,BCL2L12,0.66
NR1D1,ARNTL2,0.708
RRAS,MET,0.94
NR1D1,PARP1,0.427
NR1D1,CIART,0.596
RRAS,FLNA,0.912
RRAS,RAPGEF5,0.863
RRAS,GNB5,0.661
RRAS,RASSF5,0.927
RRAS,SEMA4A,0.512
RRAS,RASGRP2,0.945
RRAS,FES,0.924
RRAS,PLD2,0.838
RRAS,GNG10,0.618
RRAS,RND2,0.956
RRAS,RGL3,0.41
RRAS,PLXND1,0.961
RRAS,RAPGEF4,0.863
CFP,ADAMTSL4,0.939
RRAS,SEMA5B,0.51
RRAS,EPB41L1,0.509
RRAS,MAP3K1,0.849
CFP,NISCH,0.424
CFP,SBSPON,0.901
RRAS,GIPC1,0.732
RRAS,RASSF1,0.835
CFP,THBS2,0.915
CFP,C2,0.634
CFP,SEMA5B,0.907
CFP,ELANE,0.496
CFP,THBS3,0.524
CFP,UNC119,0.468
CFP,ADAMTS16,0.91
CFP,ANAPC5,0.665
CFP,C1R,0.734
CFP,B3GLCT,0.962
CFP,TSR2,0.571
DLGAP5,TMEM5,0.461
DLGAP5,KIF23,0.974
DLGAP5,BLM,0.623
CFP,NLN,0.417
CFP,KLF2,0.417
CFP,CD163,0.414
DLGAP5,CDK1,0.996
DLGAP5,RCC1,0.809
DLGAP5,TACC3,0.902
DLGAP5,CDC7,0.597
DLGAP5,KNSTRN,0.691
DLGAP5,SGO2,0.627
DLGAP5,PRC1,0.92
DLGAP5,TPX2,0.996
DLGAP5,ILDR2,0.47
DLGAP5,CENPH,0.565
DLGAP5,DIAPH3,0.734
DLGAP5,RRM1,0.62
DLGAP5,KNTC1,0.797
DLGAP5,MKI67,0.975
DLGAP5,C1orf112,0.568
DLGAP5,MCM3,0.594
DLGAP5,E2F8,0.934
DLGAP5,STIL,0.704
DLGAP5,FANCI,0.835
DLGAP5,CENPK,0.67
DLGAP5,NDC80,0.988
DLGAP5,NADK,0.467
DLGAP5,TYMS,0.846
DLGAP5,BARD1,0.414
DLGAP5,PKMYT1,0.437
DLGAP5,MCM7,0.495
DLGAP5,UBE2C,0.983
DLGAP5,KIF14,0.909
DLGAP5,MCM10,0.886
DLGAP5,WDHD1,0.796
DLGAP5,IQGAP3,0.545
DLGAP5,BIRC5,0.955
DLGAP5,RACGAP1,0.937
DLGAP5,RRM2,0.958
DLGAP5,CKAP2,0.953
DLGAP5,CENPI,0.402
DLGAP5,DTL,0.86
DLGAP5,CDKN3,0.92
DLGAP5,MTFR2,0.541
DLGAP5,NEIL3,0.786
DLGAP5,HMMR,0.978
DLGAP5,FANCD2,0.598
DLGAP5,TMPO,0.689
DLGAP5,CDT1,0.738
DLGAP5,SPC25,0.807
DLGAP5,CDCA8,0.978
DLGAP5,NCAPD2,0.758
DLGAP5,CHAF1A,0.412
DLGAP5,LMNB1,0.644
DLGAP5,NCAPD3,0.477
DLGAP5,RANBP1,0.529
DLGAP5,CDC45,0.881
DLGAP5,ZWINT,0.89
DLGAP5,MCM2,0.737
DLGAP5,PCNA,0.573
DLGAP5,GAS2L3,0.499
DLGAP5,ZWILCH,0.669
DLGAP5,TTK,0.991
DLGAP5,HJURP,0.934
